atlas	id	poblacion	latitud	longitud	provincia	CCAA
ADIM	M1	Mangirón	40.9640834	-3.587009	Madrid	Madrid
ADIM	M2	Buitrago de Lozoya	40.9872881	-3.646177	Madrid	Madrid
ADIM	M3	Lozoya	40.9555018	-3.7992945	Madrid	Madrid
ADIM	M4	Patones	40.8546382	-3.4893056	Madrid	Madrid
ADIM	M5	Navacerrada	40.7264461	-4.0219211	Madrid	Madrid
ADIM	M6	El Boalo	40.7172165	-3.9199126	Madrid	Madrid
ADIM	M7	Alalpardo	40.6281985	-3.4807234	Madrid	Madrid
ADIM	M8	Meco	40.5512194	-3.3380198	Madrid	Madrid
ADIM	M9	Santa María de la Alameda	40.5978246	-4.2629201	Madrid	Madrid
ADIM	M10	Valdemorillo	40.4864998	-4.0912238	Madrid	Madrid
ADIM	M11	Robledo de Chavela	40.5019548	-4.2438566	Madrid	Madrid
ADIM	M12	San Martín de Valdeiglesias	40.3646549	-4.4098873	Madrid	Madrid
ADIM	M13	Carabaña	40.2577142	-3.2463598	Madrid	Madrid
ADIM	M14	Cenicientos	40.2632617	-4.4704822	Madrid	Madrid
ADIM	M15	Cubas de la Sagra	40.1933471	-3.8453605	Madrid	Madrid
ADIM	M16	Colmenar de Oreja	40.1089848	-3.3934674	Madrid	Madrid
ALCLM	AB103	La Roda	39.0013	-1.868604	Albacete	Castilla La Mancha
ALCLM	AB206	Balsa de Ves	39.26442	-1.195344	Albacete	Castilla La Mancha
ALCLM	AB207	Villamalea	39.36189	-1.599296	Albacete	Castilla La Mancha
ALCLM	AB208	Alcalá del Júcar	39.19346	-1.429671	Albacete	Castilla La Mancha
ALCLM	AB209	Navas de Jorquera	39.28074	-1.71904	Albacete	Castilla La Mancha
ALCLM	AB210	Carcelén	39.10189	-1.308891	Albacete	Castilla La Mancha
ALCLM	AB211	Motilleja	39.1806	-1.791874	Albacete	Castilla La Mancha
ALCLM	AB213	Casas de Juan Núñez	39.10187	-1.557571	Albacete	Castilla La Mancha
ALCLM	AB304	Albacete	38.99765	-1.86007	Albacete	Castilla La Mancha
ALCLM	AB306	Balazote	38.88408	-2.150826	Albacete	Castilla La Mancha
ALCLM	AB307	El Bonillo	38.95073	-2.539598	Albacete	Castilla La Mancha
ALCLM	AB308	Masegoso	38.71841	-2.315899	Albacete	Castilla La Mancha
ALCLM	AB309	Alcaraz	38.66966	-2.492647	Albacete	Castilla La Mancha
ALCLM	AB310	Pozohondo	38.72114	-1.911805	Albacete	Castilla La Mancha
ALCLM	AB311	Salobre	38.59158	-2.551266	Albacete	Castilla La Mancha
ALCLM	AB312	Paterna del Madera	38.59725	-2.346145	Albacete	Castilla La Mancha
ALCLM	AB404	Higueruela	38.96424	-1.445101	Albacete	Castilla La Mancha
ALCLM	AB405	Chinchilla de Monte-Aragón	38.91862	-1.722758	Albacete	Castilla La Mancha
ALCLM	AB406	Almansa	38.86941	-1.097517	Albacete	Castilla La Mancha
ALCLM	AB407	Corral-Rubio	38.83509	-1.460988	Albacete	Castilla La Mancha
ALCLM	AB409	Tobarra	38.58844	-1.693783	Albacete	Castilla La Mancha
ALCLM	AB503	Molinicos	38.46796	-2.237843	Albacete	Castilla La Mancha
ALCLM	AB504	Letur	38.36555	-2.101964	Albacete	Castilla La Mancha
ALCLM	AB505	Villaverde de Guadalimar	38.4555	-2.517869	Albacete	Castilla La Mancha
ALCLM	AB600	Hellín	38.51216	-1.70331	Albacete	Castilla La Mancha
ALCLM	CR101	Anchuras	39.48024	-4.835894	Ciudad Real	Castilla La Mancha
ALCLM	CR102	Retuerta del Bullaque	39.4612	-4.409563	Ciudad Real	Castilla La Mancha
ALCLM	CR103	Navalpino	39.22503	-4.591662	Ciudad Real	Castilla La Mancha
ALCLM	CR104	Malagón	39.17159	-3.854879	Ciudad Real	Castilla La Mancha
ALCLM	CR202	Tomelloso	39.15775	-3.020807	Ciudad Real	Castilla La Mancha
ALCLM	CR203	Herencia	39.36691	-3.354991	Ciudad Real	Castilla La Mancha
ALCLM	CR302	Ciudad Real	38.9861	-3.927263	Ciudad Real	Castilla La Mancha
ALCLM	CR305	Luciana	38.98382	-4.292852	Ciudad Real	Castilla La Mancha
ALCLM	CR306	Fernán Caballero	39.12474	-3.902586	Ciudad Real	Castilla La Mancha
ALCLM	CR307	Agudo	38.97897	-4.873152	Ciudad Real	Castilla La Mancha
ALCLM	CR308	Alcolea de Calatrava	38.98661	-4.115491	Ciudad Real	Castilla La Mancha
ALCLM	CR309	Cabezarados	38.84591	-4.297102	Ciudad Real	Castilla La Mancha
ALCLM	CR310	Pozuelo de Calatrava	38.91215	-3.837884	Ciudad Real	Castilla La Mancha
ALCLM	CR405	Torralba de Calatrava	39.01635	-3.750029	Ciudad Real	Castilla La Mancha
ALCLM	CR406	Membrilla	38.97219	-3.348246	Ciudad Real	Castilla La Mancha
ALCLM	CR407	Moral de Calatrava	38.8303	-3.580616	Ciudad Real	Castilla La Mancha
ALCLM	CR408	Villahermosa	38.75026	-2.871385	Ciudad Real	Castilla La Mancha
ALCLM	CR503	Alamillo	38.67694	-4.789592	Ciudad Real	Castilla La Mancha
ALCLM	CR504	Villamayor de Calatrava	38.78881	-4.138183	Ciudad Real	Castilla La Mancha
ALCLM	CR505	Brazatortas	38.66077	-4.296044	Ciudad Real	Castilla La Mancha
ALCLM	CR506	Aldea del Rey	38.73823	-3.839462	Ciudad Real	Castilla La Mancha
ALCLM	CR507	Fuencaliente	38.40664	-4.304459	Ciudad Real	Castilla La Mancha
ALCLM	CR508	Puertollano	38.68604	-4.112146	Ciudad Real	Castilla La Mancha
ALCLM	CR509	Solana del Pino	38.46677	-4.072587	Ciudad Real	Castilla La Mancha
ALCLM	CR510	Mestanza	38.57452	-4.071233	Ciudad Real	Castilla La Mancha
ALCLM	CR605	Torrenueva	38.64016	-3.362127	Ciudad Real	Castilla La Mancha
ALCLM	CR606	Villanueva de los Infantes	38.73712	-3.014678	Ciudad Real	Castilla La Mancha
ALCLM	CR608	Montiel	38.69634	-2.862144	Ciudad Real	Castilla La Mancha
ALCLM	CR610	Villamanrique	38.54818	-2.996742	Ciudad Real	Castilla La Mancha
ALCLM	CR611	Almuradiel	38.51264	-3.49485	Ciudad Real	Castilla La Mancha
ALCLM	CU104	Alcantud	40.54849	-2.332832	Cuenca	Castilla La Mancha
ALCLM	CU105	Castejón	40.38228	-2.519847	Cuenca	Castilla La Mancha
ALCLM	CU106	Cañaveras	40.35969	-2.398586	Cuenca	Castilla La Mancha
ALCLM	CU107	Barajas de Melo	40.12273	-2.915822	Cuenca	Castilla La Mancha
ALCLM	CU109	Huete	40.14595	-2.687307	Cuenca	Castilla La Mancha
ALCLM	CU202	Masegosa	40.54752	-2.02547	Cuenca	Castilla La Mancha
ALCLM	CU203	Arcos de la Sierra	40.3467	-2.112911	Cuenca	Castilla La Mancha
ALCLM	CU204	Tragacete	40.3511	-1.849956	Cuenca	Castilla La Mancha
ALCLM	CU205	Uña	40.22349	-1.979574	Cuenca	Castilla La Mancha
ALCLM	CU206	Zafrilla	40.19435	-1.618136	Cuenca	Castilla La Mancha
ALCLM	CU300	Cuenca	40.07183	-2.134005	Cuenca	Castilla La Mancha
ALCLM	CU310	Abia de la Obispalía	40.01885	-2.39605	Cuenca	Castilla La Mancha
ALCLM	CU311	Horcajo de Santiago	39.84166	-3.001539	Cuenca	Castilla La Mancha
ALCLM	CU312	Zafra de Záncara	39.89165	-2.555295	Cuenca	Castilla La Mancha
ALCLM	CU313	Saelices	39.91949	-2.803459	Cuenca	Castilla La Mancha
ALCLM	CU314	Belmontejo	39.82042	-2.344961	Cuenca	Castilla La Mancha
ALCLM	CU315	Hontanaya	39.71698	-2.833314	Cuenca	Castilla La Mancha
ALCLM	CU405	Valdemorillo de la Sierra	40.03857	-1.779921	Cuenca	Castilla La Mancha
ALCLM	CU406	Alcalá de la Vega	40.02644	-1.525031	Cuenca	Castilla La Mancha
ALCLM	CU407	Reíllo	39.90438	-1.873556	Cuenca	Castilla La Mancha
ALCLM	CU408	Moya	39.94834	-1.365402	Cuenca	Castilla La Mancha
ALCLM	CU409	Cardenete	39.76665	-1.692981	Cuenca	Castilla La Mancha
ALCLM	CU505	Mota del Cuervo	39.50294	-2.873104	Cuenca	Castilla La Mancha
ALCLM	CU506	Buenache de Alarcón	39.65448	-2.160121	Cuenca	Castilla La Mancha
ALCLM	CU507	Las Pedroñeras	39.4494	-2.680383	Cuenca	Castilla La Mancha
ALCLM	CU508	San Clemente	39.40189	-2.424473	Cuenca	Castilla La Mancha
ALCLM	CU604	Mira	39.71872	-1.43896	Cuenca	Castilla La Mancha
ALCLM	CU605	Alarcón	39.54623	-2.083503	Cuenca	Castilla La Mancha
ALCLM	CU606	Campillo de Altobuey	39.61043	-1.795945	Cuenca	Castilla La Mancha
ALCLM	CU607	Casas de Benítez	39.36133	-2.130932	Cuenca	Castilla La Mancha
ALCLM	CU608	Minglanilla	39.53357	-1.600453	Cuenca	Castilla La Mancha
ALCLM	CU609	Villagarcía del Llano	39.32651	-1.846456	Cuenca	Castilla La Mancha
ALCLM	GU105	Miedes de Atienza	41.2667	-2.964246	Guadalajara	Castilla La Mancha
ALCLM	GU106	Sienes	41.2002	-2.653532	Guadalajara	Castilla La Mancha
ALCLM	GU107	Galve de Sorbe	41.22248	-3.183245	Guadalajara	Castilla La Mancha
ALCLM	GU108	Sigüenza	41.0696	-2.642236	Guadalajara	Castilla La Mancha
ALCLM	GU109	Bustares	41.13528	-3.072989	Guadalajara	Castilla La Mancha
ALCLM	GU110	Alcolea del Pinar	41.03577	-2.467304	Guadalajara	Castilla La Mancha
ALCLM	GU111	Robledo de Corpes	41.11815	-2.950481	Guadalajara	Castilla La Mancha
ALCLM	GU112	Matillas	40.95211	-2.842353	Guadalajara	Castilla La Mancha
ALCLM	GU113	La Toba	41.00427	-2.981962	Guadalajara	Castilla La Mancha
ALCLM	GU203	Villel de Mesa	41.12617	-1.989027	Guadalajara	Castilla La Mancha
ALCLM	GU204	La Yunta	40.91481	-1.683895	Guadalajara	Castilla La Mancha
ALCLM	GU205	Maranchón	41.04764	-2.20504	Guadalajara	Castilla La Mancha
ALCLM	GU308	Guadalajara	40.62981	-3.166493	Guadalajara	Castilla La Mancha
ALCLM	GU309	Cogolludo	40.94699	-3.088776	Guadalajara	Castilla La Mancha
ALCLM	GU310	Abádanes	40.893889	-2.483889	Guadalajara	Castilla La Mancha
ALCLM	GU311	Valdepeñas de la Sierra	40.90821	-3.387443	Guadalajara	Castilla La Mancha
ALCLM	GU312	Ledanca	40.86851	-2.843731	Guadalajara	Castilla La Mancha
ALCLM	GU313	Humanes	40.82745	-3.155397	Guadalajara	Castilla La Mancha
ALCLM	GU314	Brihuega	40.75965	-2.870508	Guadalajara	Castilla La Mancha
ALCLM	GU315	Casar de Talamanca	40.703333	-3.426389	Guadalajara	Castilla La Mancha
ALCLM	GU316	Trillo	40.70134	-2.593588	Guadalajara	Castilla La Mancha
ALCLM	GU317	Azuqueca de Henares	40.56503	-3.268549	Guadalajara	Castilla La Mancha
ALCLM	GU318	Peñalver	40.57995	-2.888909	Guadalajara	Castilla La Mancha
ALCLM	GU401	Molina de Aragón	40.84282	-1.882801	Guadalajara	Castilla La Mancha
ALCLM	GU407	Villanueva de Alcorón	40.67927	-2.252745	Guadalajara	Castilla La Mancha
ALCLM	GU408	Tordellego	40.72094	-1.669642	Guadalajara	Castilla La Mancha
ALCLM	GU410	Checa	40.58671	-1.789798	Guadalajara	Castilla La Mancha
ALCLM	GU505	Loranca de Tajuña	40.4469	-3.113948	Guadalajara	Castilla La Mancha
ALCLM	GU506	Auñón	40.51687	-2.791876	Guadalajara	Castilla La Mancha
ALCLM	GU507	Mondéjar	40.32302	-3.115048	Guadalajara	Castilla La Mancha
ALCLM	GU508	Alcocer	40.46987	-2.610925	Guadalajara	Castilla La Mancha
ALCLM	GU509	Pastrana	40.41794	-2.922605	Guadalajara	Castilla La Mancha
ALCLM	GU510	Albalate de Zorita	40.3085	-2.841589	Guadalajara	Castilla La Mancha
ALCLM	TO100	La Iglesuela	40.23342	-4.750336	Toledo	Castilla La Mancha
ALCLM	TO103	Buenaventura	40.17628	-4.849428	Toledo	Castilla La Mancha
ALCLM	TO104	Almorox	40.23307	-4.391364	Toledo	Castilla La Mancha
ALCLM	TO105	Castillo de Bayuela	40.10114	-4.685131	Toledo	Castilla La Mancha
ALCLM	TO106	Nombela	40.15645	-4.502765	Toledo	Castilla La Mancha
ALCLM	TO107	Oropesa	39.91914	-5.173415	Toledo	Castilla La Mancha
ALCLM	TO108	Portillo de Toledo	40.0639	-4.229168	Toledo	Castilla La Mancha
ALCLM	TO109	Calzada de Oropesa	39.898056	-5.278611	Toledo	Castilla La Mancha
ALCLM	TO110	Santa Olalla	40.02426	-4.428266	Toledo	Castilla La Mancha
ALCLM	TO112	Santo Domingo-Caudilla	40.012	-4.326	Toledo	Castilla La Mancha
ALCLM	TO113	Mejorada	40.01009	-4.881894	Toledo	Castilla La Mancha
ALCLM	TO114	Villamiel de Toledo	39.98216	-4.126972	Toledo	Castilla La Mancha
ALCLM	TO201	Carranque	40.1697	-3.901091	Toledo	Castilla La Mancha
ALCLM	TO202	Seseña	40.10443	-3.697418	Toledo	Castilla La Mancha
ALCLM	TO203	Méntrida	40.23759	-4.190963	Toledo	Castilla La Mancha
ALCLM	To301	Talavera de la Reina	39.9598	-4.834432	Toledo	Castilla La Mancha
ALCLM	TO307	Valdeverdeja	39.79899	-5.246643	Toledo	Castilla La Mancha
ALCLM	TO308	Cebolla	39.9479	-4.569388	Toledo	Castilla La Mancha
ALCLM	TO309	Navalmoralejo	39.73903	-5.142811	Toledo	Castilla La Mancha
ALCLM	TO310	El Carpio de Tajo	39.88752	-4.45466	Toledo	Castilla La Mancha
ALCLM	TO311	Belvís de la Jara	39.76008	-4.949282	Toledo	Castilla La Mancha
ALCLM	TO312	Polán	39.78912	-4.1682	Toledo	Castilla La Mancha
ALCLM	TO407	Toledo	39.85678	-4.024476	Toledo	Castilla La Mancha
ALCLM	TO408	Villarrubia de Santiago	39.98702	-3.368908	Toledo	Castilla La Mancha
ALCLM	TO409	Cedillo del Condado	40.1137	-3.922378	Toledo	Castilla La Mancha
ALCLM	TO410	Ocaña	39.96031	-3.499733	Toledo	Castilla La Mancha
ALCLM	TO411	Yunclillos	40.02176	-3.990554	Toledo	Castilla La Mancha
ALCLM	TO412	Yepes	39.90262	-3.622163	Toledo	Castilla La Mancha
ALCLM	TO413	Cobeja	40.02474	-3.857	Toledo	Castilla La Mancha
ALCLM	TO414	Cabañas de Yepes	39.88974	-3.53536	Toledo	Castilla La Mancha
ALCLM	TO415	Añover de Tajo	39.98945	-3.764771	Toledo	Castilla La Mancha
ALCLM	TO502	Navahermosa	39.63567	-4.469614	Toledo	Castilla La Mancha
ALCLM	TO503	Mohedas de la Jara	39.60504	-5.143276	Toledo	Castilla La Mancha
ALCLM	TO504	Cuerva	39.66404	-4.211058	Toledo	Castilla La Mancha
ALCLM	TO505	Sevilleja de la Jara	39.57607	-4.962416	Toledo	Castilla La Mancha
ALCLM	TO507	Los Navalucillos	39.666	-4.642211	Toledo	Castilla La Mancha
ALCLM	TO605	Mazarambroz	39.69421	-4.021279	Toledo	Castilla La Mancha
ALCLM	TO606	Quintanar de la Orden	39.59079	-3.042736	Toledo	Castilla La Mancha
ALCLM	TO607	Mora	39.68426	-3.773487	Toledo	Castilla La Mancha
ALCLM	TO608	Villacañas	39.62555	-3.331701	Toledo	Castilla La Mancha
ALCLM	TO609	Los Yébenes	39.58142	-3.870618	Toledo	Castilla La Mancha
ALCLM	TO610	Camuñas	39.42896	-3.459021	Toledo	Castilla La Mancha
ALCYL	AV100	Madrigal de las Altas Torres	41.08944	-4.998767	Ávila	Castilla León
ALCYL	AV101	Cantiveros	40.9527	-4.954445	Ávila	Castilla León
ALCYL	AV200	Nava de Arévalo	40.97843	-4.775988	Ávila	Castilla León
ALCYL	AV201	Blascosancho	40.877778	-4.635833	Ávila	Castilla León
ALCYL	AV202	Zorita de los Molinos	40.768611	-4.699167	Ávila	Castilla León
ALCYL	AV300	Muñico	40.70657	-5.026659	Ávila	Castilla León
ALCYL	AV301	Pascualcobo	40.65711	-5.276952	Ávila	Castilla León
ALCYL	AV302	El Mirón	40.53179	-5.405205	Ávila	Castilla León
ALCYL	AV400	Aveinte	40.78237	-4.837343	Ávila	Castilla León
ALCYL	AV401	Ávila	40.65642	-4.700323	Ávila	Castilla León
ALCYL	AV402	Navalperal de Pinares	40.59454	-4.410842	Ávila	Castilla León
ALCYL	AV403	Muñogalindo	40.6028	-4.900547	Ávila	Castilla León
ALCYL	AV500	Garganta del Villar	40.45007	-5.105528	Ávila	Castilla León
ALCYL	AV501	Navacepeda de Tormes	40.361389	-5.248611	Ávila	Castilla León
ALCYL	AV502	Bohoyo	40.31496	-5.441185	Ávila	Castilla León
ALCYL	AV503	Candeleda	40.15509	-5.239784	Ávila	Castilla León
ALCYL	AV600	San Juan de la Nava	40.47903	-4.682141	Ávila	Castilla León
ALCYL	AV601	El Tiemblo	40.41628	-4.503831	Ávila	Castilla León
ALCYL	AV602	Hoyocasero	40.39886	-4.975904	Ávila	Castilla León
ALCYL	AV603	Piedralaves	40.31736	-4.69809	Ávila	Castilla León
ALCYL	AV604	Lanzahíta	40.203889	-4.937222	Ávila	Castilla León
ALCYL	BU100	Cornejo	43.028646	-3.626408	Burgos	Castilla León
ALCYL	BU101	Santa Gadea del Cid	42.714722	-3.058889	Burgos	Castilla León
ALCYL	BU102	Sargentes de la Lora	42.769167	-3.872778	Burgos	Castilla León
ALCYL	BU103	Humada	42.66822	-4.083444	Burgos	Castilla León
ALCYL	BU200	Villasana de Mena	43.100214	-3.291833	Burgos	Castilla León
ALCYL	BU201	Berberana	42.91988	-3.060073	Burgos	Castilla León
ALCYL	BU202	Aforados de Moneo	42.894064	-3.465833	Burgos	Castilla León
ALCYL	BU203	Barcina de los Montes	42.713611	-3.325	Burgos	Castilla León
ALCYL	BU300	Villanueva de Puerta	42.593417	-3.963417	Burgos	Castilla León
ALCYL	BU301	Ros	42.484444	-3.809167	Burgos	Castilla León
ALCYL	BU302	Melgar de Fernamental	42.40352	-4.244519	Burgos	Castilla León
ALCYL	BU304	Burgos	42.34087	-3.699731	Burgos	Castilla León
ALCYL	BU305	Mazuelo de Muñó	42.239167	-3.846111	Burgos	Castilla León
ALCYL	BU306	Revilla Vallejera	42.14722	-4.134238	Burgos	Castilla León
ALCYL	BU400	Treviño	42.734722	-2.747222	Burgos	Castilla León
ALCYL	BU401	Pancorbo	42.63524	-3.110586	Burgos	Castilla León
ALCYL	BU402	Quintanilla-Sobresierra	42.571944	-3.713333	Burgos	Castilla León
ALCYL	BU403	Redecilla del Camino	42.43816	-3.065058	Burgos	Castilla León
ALCYL	BU404	Villanasur Río de Oca	42.436653	-3.320403	Burgos	Castilla León
ALCYL	BU405	Villasur de Herreros	42.30821	-3.395027	Burgos	Castilla León
ALCYL	BU500	Villahoz	42.07693	-3.912524	Burgos	Castilla León
ALCYL	BU501	Villafruela	41.91651	-3.913288	Burgos	Castilla León
ALCYL	BU502	Quintana del Pidio	41.7596	-3.751569	Burgos	Castilla León
ALCYL	BU503	Valcavado de Roa	41.75	-3.95	Burgos	Castilla León
ALCYL	BU504	Fuentelcésped	41.59122	-3.640737	Burgos	Castilla León
ALCYL	BU505	Moradillo de Roa	41.55196	-3.791871	Burgos	Castilla León
ALCYL	BU600	Regumiel	41.955833	-2.987778	Burgos	Castilla León
ALCYL	BU601	Retuerta	42.02995	-3.507748	Burgos	Castilla León
ALCYL	BU602	Pinilla	42.067778	-3.327222	Burgos	Castilla León
ALCYL	BU603	Hontoria del Pinar	41.8486	-3.162302	Burgos	Castilla León
ALCYL	BU604	Santa María del Mercadillo	41.85995	-3.559022	Burgos	Castilla León
ALCYL	BU605	Huerta del Rey	41.840122	-3.348047	Burgos	Castilla León
ALCYL	LE100	San Emiliano	42.97181	-6.000573	León	Castilla León
ALCYL	LE101	Palacios del Sil	42.87659	-6.433007	León	Castilla León
ALCYL	LE200	Soto de Sajambre	43.162778	-5.035556	León	Castilla León
ALCYL	LE201	Lillo del Bierzo	42.785	-6.609722	León	Castilla León
ALCYL	LE202	Vozmediano	41.83922	-1.855912	León	Castilla León
ALCYL	LE203	Garfín	42.677731	-5.2457	León	Castilla León
ALCYL	LE301	Igüeña	42.72905	-6.27664	León	Castilla León
ALCYL	LE302	La Utrera	42.708867	-5.917983	León	Castilla León
ALCYL	LE303	Berlanga	42.731111	-6.604167	León	Castilla León
ALCYL	LE303	Peranzanes	42.87678	-6.634321	León	Castilla León
ALCYL	LE304	Villagatón	42.6349	-6.162189	León	Castilla León
ALCYL	LE305	Ponferrada	42.54633	-6.590833	León	Castilla León
ALCYL	LE306	Oencia	42.54644	-6.97065	León	Castilla León
ALCYL	LE307	Carracedo del Monasterio	42.571389	-6.728056	León	Castilla León
ALCYL	LE400	La Vecilla	42.84916	-5.405795	León	Castilla León
ALCYL	LE401	Prioro	42.89439	-4.961933	León	Castilla León
ALCYL	LE402	León	42.59988	-5.571752	León	Castilla León
ALCYL	LE403	Castromudarra	42.612222	-5.062222	León	Castilla León
ALCYL	LE500	Tabuyo del Monte	42.312778	-6.203333	León	Castilla León
ALCYL	LE501	Encinedo	42.27103	-6.594176	León	Castilla León
ALCYL	LE502	Castrocontrigo	42.183	-6.188392	León	Castilla León
ALCYL	LE601	San Cristóbal de la Polantera	42.39127	-5.908829	León	Castilla León
ALCYL	LE602	Valdepolo	42.57626	-5.22613	León	Castilla León
ALCYL	LE603	Pobladura de Pelayo García	42.306111	-5.685556	León	Castilla León
ALCYL	LE604	Valencia de Don Juan	42.29401	-5.519861	León	Castilla León
ALCYL	LE605	Izagre	42.22424	-5.257293	León	Castilla León
ALCYL	LE606	Alija del Infantado	42.14053	-5.835635	León	Castilla León
ALCYL	P100	Lores	42.996389	-4.530278	Palencia	Castilla León
ALCYL	P101	Otero de Guardo	42.879444	-4.807778	Palencia	Castilla León
ALCYL	P102	Congosto de Valdavia	42.71569	-4.633691	Palencia	Castilla León
ALCYL	P103	Villalba de Guardo	42.72227	-4.823821	Palencia	Castilla León
ALCYL	P200	Pomar de Valdivia	42.77392	-4.169625	Palencia	Castilla León
ALCYL	P201	Olmos de Ojeda	42.72211	-4.42506	Palencia	Castilla León
ALCYL	P300	Saldaña	42.52224	-4.736195	Palencia	Castilla León
ALCYL	P301	Carrión de los Condes	42.33895	-4.601765	Palencia	Castilla León
ALCYL	P400	San Cristóbal de Boedo	42.54183	-4.353204	Palencia	Castilla León
ALCYL	P401	Osornillo	42.37003	-4.291184	Palencia	Castilla León
ALCYL	P402	Piña de Campos	42.21383	-4.437123	Palencia	Castilla León
ALCYL	P500	Boadilla de Rioseco	42.17916	-4.968832	Palencia	Castilla León
ALCYL	P501	Paredes de Nava	42.152778	-4.694444	Palencia	Castilla León
ALCYL	P502	Monzón de Campos	42.11494	-4.494374	Palencia	Castilla León
ALCYL	P503	Meneses de Campos	41.94185	-4.920037	Palencia	Castilla León
ALCYL	P504	Dueñas	41.8762	-4.545815	Palencia	Castilla León
ALCYL	P600	Valbuena de Pisuerga	42.14552	-4.239007	Palencia	Castilla León
ALCYL	P601	Palencia	42.01246	-4.531175	Palencia	Castilla León
ALCYL	P602	Cobos de Cerrato	42.02774	-4.0022	Palencia	Castilla León
ALCYL	P603	Baltanás	41.93716	-4.245831	Palencia	Castilla León
ALCYL	P604	Alba de Cerrato	41.81252	-4.366223	Palencia	Castilla León
ALCYL	SA100	La Vídola	41.153333	-6.487778	Salamanca	Castilla León
ALCYL	SA101	Villaseco de los Reyes	41.16262	-6.184583	Salamanca	Castilla León
ALCYL	SA102	Vilvestre	41.10301	-6.718517	Salamanca	Castilla León
ALCYL	SA103	Cipérez	40.96274	-6.263782	Salamanca	Castilla León
ALCYL	SA200	Palacios del Arzobispo	41.16558	-5.890038	Salamanca	Castilla León
ALCYL	SA201	Tarazona de Guareña	41.170833	-5.249722	Salamanca	Castilla León
ALCYL	SA202	Villaverde de Guareña	41.0639	-5.526249	Salamanca	Castilla León
ALCYL	SA203	Rollán	40.96346	-5.915601	Salamanca	Castilla León
ALCYL	SA204	Salamanca	40.96497	-5.663047	Salamanca	Castilla León
ALCYL	SA205	Aldeaseca de la Frontera	40.94177	-5.207658	Salamanca	Castilla León
ALCYL	SA300	Ahigal de los Aceiteros	40.87508	-6.747851	Salamanca	Castilla León
ALCYL	SA301	Villavieja de Yeltes	40.87605	-6.46762	Salamanca	Castilla León
ALCYL	SA401	Carrascal del Obispo	40.76361	-5.999232	Salamanca	Castilla León
ALCYL	SA402	Pedrosillo de los Aires	40.71452	-5.705029	Salamanca	Castilla León
ALCYL	SA500	La Alameda de Gardón	40.650833	-6.758611	Salamanca	Castilla León
ALCYL	SA501	Serradilla del Llano	40.50063	-6.355768	Salamanca	Castilla León
ALCYL	SA502	Navasfrías	40.29641	-6.820108	Salamanca	Castilla León
ALCYL	SA503	El Sahugo	40.414167	-6.544167	Salamanca	Castilla León
ALCYL	SA600	Linares de Riofrío	40.58448	-5.921306	Salamanca	Castilla León
ALCYL	SA601	Santibáñez de Béjar	40.4876	-5.611373	Salamanca	Castilla León
ALCYL	SA602	Herguijuela de la Sierra	40.44622	-6.072958	Salamanca	Castilla León
ALCYL	SG100	Cuéllar	41.40251	-4.316654	Segovia	Castilla León
ALCYL	SG200	Montejo de la Vega de la Serrazuela	41.548056	-3.6525	Segovia	Castilla León
ALCYL	SG201	Fuentesoto	41.45682	-3.919893	Segovia	Castilla León
ALCYL	SG202	Languilla	41.4491	-3.424838	Segovia	Castilla León
ALCYL	SG203	Navares de las Cuevas	41.41401	-3.750781	Segovia	Castilla León
ALCYL	SG204	Grado del Pico	41.303611	-3.248889	Segovia	Castilla León
ALCYL	SG205	Sepúlveda	41.29744	-3.749051	Segovia	Castilla León
ALCYL	SG300	Coca	41.21833	-4.519117	Segovia	Castilla León
ALCYL	SG301	Navalmanzano	41.21515	-4.258042	Segovia	Castilla León
ALCYL	SG302	Carbonero el Mayor	41.1225	-4.266111	Segovia	Castilla León
ALCYL	SG303	San Cristóbal de la Vega	41.11186	-4.645412	Segovia	Castilla León
ALCYL	SG304	Laguna Rodrigo	40.979444	-4.46	Segovia	Castilla León
ALCYL	SG400	Riaza	41.280029999999996	-3.477578	Segovia	Castilla León
ALCYL	SG401	Cantalejo	41.25864	-3.9281	Segovia	Castilla León
ALCYL	SG402	Arevalillo de Cega	41.16163	-3.890747	Segovia	Castilla León
ALCYL	SG403	Pradenilla	41.1618132	-3.6860269	Segovia	Castilla León
ALCYL	SG404	La Mata (Santiuste de Pedraza)	41.090556	-3.886389	Segovia	Castilla León
ALCYL	SG500	Segovia	40.94943	-4.119209	Segovia	Castilla León
ALCYL	SG501	Revenga	40.8717924	-4.1076004	Segovia	Castilla León
ALCYL	SG502	El Espinar	40.718611	-4.247778	Segovia	Castilla León
ALCYL	SO100	Montenegro de Cameros	42.08982	-2.753905	Soria	Castilla León
ALCYL	SO101	Salduero	41.89009	-2.7993	Soria	Castilla León
ALCYL	SO102	Casarejos	41.79644	-3.032538	Soria	Castilla León
ALCYL	SO200	Yanguas	42.10143	-2.339636	Soria	Castilla León
ALCYL	SO201	Matasejún	41.988189	-2.2343108	Soria	Castilla León
ALCYL	SO202	Ágreda	41.85508	-1.920437	Soria	Castilla León
ALCYL	SO203	Cortos	41.810994	-2.259592	Soria	Castilla León
ALCYL	SO300	Alcubilla de Avellaneda	41.72509	-3.30504	Soria	Castilla León
ALCYL	SO301	Blacos	41.68061	-2.856914	Soria	Castilla León
